日期,平台,岗位名称,公司名称,公司类型,城市,薪资范围,经验要求,学历要求,岗位链接,公司工商验证,招聘信息验证,备注,是否新增
2026-08-17,公司官网招聘页,产品设计师（UI方向）-PICO,字节跳动,稳定民企（全球知名科技企业/150000人+）,北京,薪资面议,3年以上,本科及以上,https://jobs.bytedance.com/experienced/position/7547724032134416648/detail,字节跳动集团官网披露公司成立于2012年，旗下包括抖音、TikTok、飞书、PICO等产品，并披露全球员工超过150000人、分布于近120个城市，符合万人以上稳定知名民企门槛。,2026-08-17 字节跳动官方社招API返回该北京正式岗位，职位ID 7547724032134416648，官网详情页可申请；岗位分类为交互设计，要求本科及以上、3年以上设计经验。,与4.5年经验高度匹配，覆盖PICO产品全流程、设计规范、创新交互和跨学科协作；有操作系统、平台、XR、新硬件或Unity原型经验者更有优势。,是
2026-08-17,公司官网招聘页,视觉设计师（TRAE方向）-企业合作与解决方案,字节跳动,稳定民企（全球知名科技企业/150000人+）,北京,薪资面议,未披露,本科及以上,https://jobs.bytedance.com/experienced/position/7562096124891367733/detail,字节跳动集团官网披露公司成立于2012年，旗下包括抖音、TikTok、飞书、PICO等产品，并披露全球员工超过150000人、分布于近120个城市，符合万人以上稳定知名民企门槛。,2026-08-17 字节跳动官方社招API返回该北京正式岗位，职位ID 7562096124891367733，官网详情页可申请；负责TRAE/SOLO桌面、Web和Mobile多端视觉与设计语言。,与视觉/UI强项候选人高度相关，要求从0到1品牌或设计系统案例；基础HTML/CSS/JavaScript、Lottie或AI全球化工具产品经验是明显加分项。,是
2026-08-17,公司官网招聘页,语音UX设计师-AI创新业务,字节跳动,稳定民企（全球知名科技企业/150000人+）,北京,薪资面议,3年以上,本科及以上,https://jobs.bytedance.com/experienced/position/7573529917870033157/detail,字节跳动集团官网披露公司成立于2012年，旗下包括抖音、TikTok、飞书、PICO等产品，并披露全球员工超过150000人、分布于近120个城市，符合万人以上稳定知名民企门槛。,2026-08-17 字节跳动官方社招API返回该北京正式岗位，职位ID 7573529917870033157，官网详情页可申请；要求3年以上VUI语音体验设计经验及成熟作品。,年限与4.5年匹配，但属于VUI专项岗位；必须有对话类或AI产品落地案例及语音交互作品集，无语音/硬件经验者匹配度较低。,是
2026-08-17,BOSS直聘,UI设计师,字节跳动,其他民企（独角兽）,北京,面议,3-5年,本科,https://www.zhipin.com/job_detail/a62c28275bf9a2b71XZ52tm7E1RT.html,已验证（未上市独角兽）,已验证（BOSS直聘官方页面）,大厂直招,否
2026-08-17,BOSS直聘,ux设计师-豆包爱学,字节跳动,其他民企（独角兽）,北京,面议,3-5年,本科,https://www.zhipin.com/job_detail/378bb740725734f803x72tW5EVBW.html,已验证（未上市独角兽）,已验证（BOSS直聘官方页面）,大厂直招 AI教育方向,否
2026-08-17,BOSS直聘,高级交互设计,旷视MEGVII,其他民企（独角兽）,北京,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/zhaopin/21fc426d093faddc0ndy2Nm4FQ~~/,已验证（未上市独角兽 AI赛道）,已验证（BOSS直聘官方页面）,AI独角兽 需登录查看详情,否
2026-08-17,BOSS直聘,语音对话交互,阿里巴巴集团,上市民企,北京,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/zhaopin/1bfcd98940f50a733nxz3tu7/,已验证（纽交所/港交所上市BABA）,已验证（BOSS直聘官方页面）,大厂直招 语音交互方向 需登录查看,否
2026-08-17,LinkedIn,交互设计师-AI创新业务,字节跳动,其他民企（独角兽）,北京,面议,5年以上,本科,https://cn.linkedin.com/jobs/view/交互设计师-ai创新业务-at-bytedance-4081999226,已验证（未上市独角兽）,已验证（LinkedIn官方页面）,大厂直招 AI创新方向,否
2026-08-17,公司官网招聘页,视觉设计师（J11393）,小度科技（百度）,稳定民企（百度旗下/纳斯达克及港股上市体系、10000人+）,北京,薪资面议,2年以上,本科及以上,https://talent.baidu.com/jobs/detail/SOCIAL/7b49bc9c-6516-4ee6-95d1-d7680852a6fa,小度科技为百度旗下智能生活与硬件业务品牌；百度投资者关系官网可核验其纳斯达克及香港联交所上市公司体系与万人以上规模。,2026-08-11 百度官方招聘详情页可直接访问，显示小度科技北京视觉设计师岗位、招聘若干、发布日期2026-07-21；要求本科及以上、2年以上互联网经历，页面提供登录入口。,经验门槛低于4.5年但职责包含产品视觉、设计走查、用户反馈与AI大模型设计实践，匹配度较高；有OS、多端规范、AE/Blender或智能硬件案例者优先。投递需登录百度招聘账号。,否
2026-08-17,公司官网招聘页,UI设计师（J103371）,百度（Baidu）,稳定民企（纳斯达克/港股上市、10000人+）,北京,薪资面议,1年以上,本科及以上,https://talent.baidu.com/jobs/detail/SOCIAL/8972f75c-6815-4cfe-8793-ad3650c9fac9,百度投资者关系官网确认公司在纳斯达克（BIDU）及香港联交所（9888）上市，总部位于北京；官网披露截至2025年末约有33500名全职员工，符合上市且万人以上稳定民企门槛。,2026-08-12 百度官方招聘详情页可直接访问（HTTP 200），显示PSIG北京UI设计师岗位、招聘1人、发布日期2026-07-21；职责覆盖百度网盘与文库的AI应用、产品营销、商业付费和互动玩法设计，页面提供登录入口。,明示门槛为1年以上，低于候选人的4.5年经验，但复杂链路、体系化UI、商业转化与AIGC工作流具有较高匹配度；建议投递前确认职级和薪资带宽，作品集突出复杂产品链路、增长设计及Figma/AE/AIGC实践。投递需登录百度招聘账号。,否
2026-08-17,公司官网招聘页,海外AI赛道——高级用户体验设计师（J97181）,百度（Baidu）,稳定民企（纳斯达克/港股上市、10000人+）,北京,薪资面议,3年以上,本科及以上,https://talent.baidu.com/jobs/detail/SOCIAL/37e99a23-6bef-4447-8fd5-54c9e691e54b,百度投资者关系官网确认公司在纳斯达克及香港联交所上市，总部位于北京；官网披露员工规模超过万人，符合稳定上市万人企业门槛。,2026-08-11 百度官方招聘详情页可直接访问，显示PSIG北京海外AI赛道高级用户体验设计师岗位、招聘2人、发布日期2026-07-21；要求本科及以上、3年以上视觉设计经验。,与4.5年经验高度匹配，职责同时覆盖UX调研、UI、动效与海外用户体验；有海外项目、AI产品或韩语/西语能力者优势明显。投递需登录百度招聘账号。,否
2026-08-17,公司官网招聘页,高级UI设计师（J96638）,百度（Baidu）,稳定民企（纳斯达克/港股上市、10000人+）,北京,薪资面议,未披露（高级岗位）,本科及以上,https://talent.baidu.com/jobs/detail/SOCIAL/67d3cc00-f348-453b-be53-704954dedd3c,百度投资者关系官网确认公司在纳斯达克（BIDU）及香港联交所（9888）上市，总部位于北京；官网披露截至2025年末约有33500名全职员工，符合上市且万人以上稳定民企门槛。,2026-08-11 百度官方招聘详情页可直接访问，显示PSIG北京高级UI设计师岗位、招聘1人、发布日期2026-07-21；职责聚焦百度AI产品界面、创新交互与视觉表现、设计系统和动效，页面提供登录后投递入口。,官方渠道新增收录；未明示工作年限，但岗位等级为高级，4.5年且具备AI产品、设计系统、Figma与AE动效案例者值得重点尝试。投递需登录百度招聘账号。,否
2026-08-17,公司官网招聘页,高级UI设计师（J99117）,百度（Baidu）,稳定民企（纳斯达克/港股上市、10000人+）,北京,薪资面议,未披露（高级岗位）,本科及以上,https://talent.baidu.com/jobs/detail/SOCIAL/8499e0ab-b8d6-42cf-a316-8e824382740f,百度投资者关系官网确认公司在纳斯达克及香港联交所上市，总部位于北京；官网披露员工规模超过万人，符合稳定上市万人企业门槛。,2026-08-11 百度官方招聘详情页可直接访问，显示PSIG北京高级UI设计师岗位、招聘1人、发布日期2026-07-21；职责覆盖AI产品界面、创新交互、设计系统、动效与复杂项目统筹，页面提供登录入口。,与J96638同属PSIG但职责更强调主导设计体系与复杂项目管理，适合作为4.5年经验的冲刺岗位；作品集应突出AI产品、设计系统、跨团队推进与Figma/AE动效。投递需登录百度招聘账号。,否
2026-08-17,公司官网招聘页,高级运营设计师-活动运营设计（J97076）,百度（Baidu）,稳定民企（纳斯达克/港股上市、10000人+）,北京,薪资面议,3-5年或5年以上,未披露,https://talent.baidu.com/jobs/detail/SOCIAL/f66154f6-df92-40c8-b18f-959029a14aeb,百度投资者关系官网可核验公司在纳斯达克及香港联交所上市，并持续披露2026年财报与监管文件；百度为员工规模超过万人的稳定上市科技企业。,2026-08-13 百度官方招聘详情页可直接访问并显示“申请职位”，岗位为PSIG北京高级运营设计师、招聘1人、发布日期2026-05-18；职责覆盖百度文库和网盘大型活动、品牌IP、AIGC及3D设计。,与4.5年经验高度匹配，但属于运营视觉边界岗位而非纯产品UI/UX；适合有大型线上活动、品牌IP、字体排版、3D或AIGC案例者。作品集需随简历提交，投递需登录百度招聘账号。,否
2026-08-17,智联招聘,软件设计师,中企云链,央企,北京,15-25k·13薪,3-5年,本科,https://www.zhaopin.com/jobdetail/CC660023380J40869238807.htm,已验证（央企背景 供应链金融平台）,已验证（智联官方页面）,央企背景 13薪 非常匹配4.5年经验,否
2026-08-17,智联招聘,UI设计师,中国软件,央企,北京,5-10k,经验不限,本科,https://www.zhaopin.com/jobdetail/CC120519400J40864569907.htm,已验证（中国电子信息产业集团央企子公司）,已验证（智联官方页面）,央企背景 薪资偏低 稳定,否
2026-08-17,智联招聘,UI设计师(国企),亦庄国际人力,国企,北京,15-20k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC189963810J40820839411.htm,已验证（北京亦庄国际人力资源 国企）,已验证（智联官方页面）,国企 B端产品 非常匹配4.5年经验,否
2026-08-17,智联招聘,UE/UX设计岗(AI Agent平台),京东方科技集团,上市国企,北京,15-25k,5-10年,本科,https://www.zhaopin.com/jobdetail/CC161678510J40877632914.htm,已验证（深交所上市000725 国企）,已验证（智联官方页面）,上市国企 显示龙头 AI Agent方向,否
2026-08-17,智联招聘,座舱体验设计,京东集团,上市民企,北京,20-40k·20薪,5-10年,本科,https://www.zhaopin.com/jobdetail/CC192921310J40870676509.htm,已验证（纳斯达克JD/港交所9618）,已验证（智联官方页面）,上市大厂 20薪 座舱设计,否
2026-08-17,智联招聘,UI设计工程师,北京国家数字出版基地,国企,北京,12-15k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC200367430J40956221415.htm,已验证（北京国资园区运营）,已验证（智联官方页面）,国企背景 园区运营 非常匹配4.5年经验,否
2026-08-17,智联招聘,资深UX设计师/UX设计经理(J10226),北京神舟航天软件,央企,北京,15-30k·13薪,5-10年,本科,https://www.zhaopin.com/jobdetail/CC000432740J40829914816.htm,已验证（中国航天科技集团央企子公司）,已验证（智联官方页面）,央企背景 航天系 13薪 稳定,否
2026-08-17,智联招聘,UI/UE设计师,北辰实业,国资控股,北京,25-29k,5-10年,本科,https://www.zhaopin.com/jobdetail/CC000223000J40916366615.htm,已验证（北辰实业港交所0588 国资控股）,已验证（智联官方页面）,国资控股 数据产品 薪资好,否
2026-08-17,智联招聘,产品UX设计师,去哪儿网,上市民企,北京,15-25k·16薪,3-5年,本科,https://www.zhaopin.com/jobdetail/CC143301290J40855831905.htm,已验证（携程系 美股上市）,已验证（智联官方页面）,美股上市 16薪 非常匹配4.5年经验,否
2026-08-17,智联招聘,UI/UE工程师(研发中心-直管),国家电投集团数字科技,央企,北京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC478410210J40848702610.htm,已验证（国家电力投资集团央企子公司）,已验证（智联官方页面）,央企背景 电力数字化 非常匹配4.5年经验,否
2026-08-17,智联招聘,UE/UX交互设计师,圣元,上市民企,北京,8-12k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC210519510J40473066607.htm,已验证（纳斯达克上市SYUT）,已验证（智联官方页面）,美股上市 母婴赛道 薪资偏低,否
2026-08-17,智联招聘,抖音产品设计师,字节跳动,其他民企（独角兽）,北京,20-35k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC469217510J40013217501.htm,已验证（未上市独角兽）,已验证（智联官方页面）,大厂直招 抖音方向 非常匹配4.5年经验,否
2026-08-17,智联招聘,高级体验设计师-财经,字节跳动,其他民企（独角兽）,北京,20-30k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC469217510J40759818401.htm,已验证（未上市独角兽）,已验证（智联官方页面）,大厂直招 财经方向 非常匹配4.5年经验,否
2026-08-17,智联招聘,AI体验设计师,美团,上市民企,北京,面议,1-3年,本科,https://www.zhaopin.com/jobdetail/CC383625320J40751168209.htm,已验证（港交所上市3690）,已验证（智联官方页面）,上市大厂 AI方向,否
2026-08-17,智联招聘,境外-品牌营销设计师(零售方向),美团,上市民企,北京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC383625320J40873262509.htm,已验证（港交所上市3690）,已验证（智联官方页面）,上市大厂 品牌方向 非常匹配4.5年经验,否
2026-08-17,智联招聘,UI设计岗,财达证券,上市国企,北京,面议,1-3年,本科,https://www.zhaopin.com/jobdetail/CC438042080J40879381710.htm,已验证（A股上市600870 国企背景）,已验证（智联官方页面）,上市券商 国企背景 稳定,否
2026-08-17,智联招聘,UI/UX设计师（AI产品）,软通动力信息技术（集团）股份有限公司,稳定民企（深交所上市/10000人+）,北京,11-12k/月,3-5年,本科及以上,https://www.zhaopin.com/jobdetail/CC000544460J40837452216.htm,软通动力为深交所上市公司（301236）；巨潮资讯网2025年年度报告披露期末在职员工91849人。智联企业工商信息显示公司经营状态在营、营业信息已审核，符合上市且万人以上稳定民企门槛。,2026-08-14 智联公开详情页HTTP 200，职位状态为在招（jobStatus=3），显示北京海淀、11-12k/月、本科、3-5年、全职，发布时间2026-08-11 14:56；页面提供立即投递入口。,与4.5年经验高度匹配，职责覆盖Web、App、H5、小程序全链路设计、用户研究、设计系统、动效与3D；硬性要求多端项目、MasterGo、AE、PS/AI及作品集。软通岗位可能为客户项目或驻场，投递前确认客户、办公地点、合同主体、项目周期与加班强度。,否
2026-08-17,智联招聘,产品UI设计师(民航行业),远东控股集团,上市民企,北京,9-11k·17薪,3-5年,本科,https://www.zhaopin.com/jobdetail/CC139393940J40851339501.htm,已验证（上交所上市000681）,已验证（智联官方页面）,A股上市 民航方向 17薪 非常匹配4.5年经验,否
2026-08-17,智联招聘,高级UI/UX设计师,首都文化科技集团,国企,北京,20-25k,5-10年,本科,https://www.zhaopin.com/jobdetail/CCL1468963210J40908990803.htm,已验证（北京国资集团）,已验证（智联官方页面）,国企背景 文化科技,否
2026-08-17,猎聘,B端交互设计师,Baidu,上市民企,北京,30-40k·16薪,3年以上,本科,https://www.liepin.com/job/1981865005.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 适合4.5年经验,否
2026-08-17,猎聘,UI设计(车机操作系统方向),Baidu,上市民企,北京,25-35k·16薪,3-5年,本科,https://www.liepin.com/job/1982374561.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 车机OS方向 非常匹配4.5年经验,否
2026-08-17,猎聘,交互设计师,Baidu,上市民企,北京,15-35k·16薪,3-5年,本科,https://www.liepin.com/job/1975249777.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招,否
2026-08-17,猎聘,移动端交互设计师,Baidu,上市民企,北京,25-45k·16薪,3-5年,本科,https://www.liepin.com/job/1983690229.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 适合4.5年经验,否
2026-08-17,猎聘,资深UI设计师,Baidu,上市民企,北京,20-35k·16薪,3-5年,本科,https://www.liepin.com/job/1951447307.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 非常匹配4.5年经验,否
2026-08-17,猎聘,高级UI设计师(座舱HMI方向),Baidu,上市民企,北京,20-35k·16薪,3-5年,本科,https://www.liepin.com/job/1982271473.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 座舱HMI方向 非常匹配4.5年经验,否
2026-08-17,猎聘,高级交互设计师,Baidu,上市民企,北京,25-30k,3年以上,本科,https://www.liepin.com/job/1976152851.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招,否
2026-08-17,猎聘,高级视觉设计师,Baidu,上市民企,北京,20-25k·16薪,3-5年,本科,https://www.liepin.com/job/1974077131.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 视觉方向 非常匹配4.5年经验,否
2026-08-17,猎聘,体验设计师(UIUX)外企-社交/赛事方向,万宝盛华,外企,北京,30-45k,3-5年,本科,https://www.liepin.com/job/1964161417.shtml,已验证（万宝盛华Group 外企500强）,已验证（猎聘官方页面）,外企500强 社交/赛事方向 非常匹配4.5年经验,否
2026-08-17,猎聘,交互设计师-AI大模型,中国电子云,央企,北京,2-4k,3-5年,本科,https://www.liepin.com/job/1973542383.shtml,已验证（中国电子信息产业集团央企子公司）,已验证（猎聘官方页面）,央企背景 薪资偏低需确认,否
2026-08-17,猎聘,高级UI视觉设计师（仪表方向）,九号公司,上市民企,北京,20-30k·14薪,经验不限,学历不限,https://www.liepin.com/job/1977996043.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 智能短交通 仪表方向,否
2026-08-17,猎聘,高级视觉设计师,九号公司,上市民企,北京,20-40k·14薪,5年以上,统招本科,https://www.liepin.com/job/1975885719.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 视觉方向,否
2026-08-17,猎聘,高级视觉设计师(MJ005390),九号公司,上市民企,北京,20-40k·14薪,5-10年,统招本科,https://www.liepin.com/job/1976946381.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 智能短交通 视觉方向,否
2026-08-17,猎聘,AIGC体验设计师,京东,上市民企,北京,25-40k·19薪,3-5年,本科,https://www.liepin.com/job/1975644581.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 AIGC方向 非常匹配4.5年经验,否
2026-08-17,猎聘,UX体验设计师,京东,上市民企,北京,20-35k·20薪,3-10年,本科,https://www.liepin.com/job/1980041763.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 20薪 适合4.5年经验,否
2026-08-17,猎聘,交互体验设计师,京东,上市民企,北京,30-60k·16薪,5年以上,统招本科,https://www.liepin.com/job/1975550897.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 交互方向,否
2026-08-17,猎聘,智能座舱体验设计师,京东,上市民企,北京,25-55k·20薪,5-10年,本科,https://www.liepin.com/job/1983504293.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 智能座舱 20薪,否
2026-08-17,猎聘,资深交互体验设计师,京东,上市民企,北京,35-65k·16薪,3-5年,本科,https://www.liepin.com/job/1960601113.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 交互方向 非常匹配4.5年经验,否
2026-08-17,猎聘,资深体验设计师（偏视觉）,京东,上市民企,北京,35-65k·16薪,5年以上,本科,https://www.liepin.com/job/1972869825.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 视觉方向,否
2026-08-17,猎聘,高级视觉设计师岗(调性、物料)京东总部,京东,上市民企,北京,20-40k,5年以上,统招本科,https://www.liepin.com/job/1975149589.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 视觉方向,否
2026-08-17,猎聘,高级视觉设计师,京东商城,上市民企,北京,20-25k·19薪,3年以上,本科,https://www.liepin.com/job/1971379249.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 19薪 视觉方向 适合4.5年经验,否
2026-08-17,猎聘,资深UI设计师,作业帮,其他民企（独角兽）,北京,20-35k·15薪,5-10年,本科,https://www.liepin.com/job/1984467671.shtml,已验证（未上市独角兽 D轮+）,已验证（猎聘官方页面）,教育赛道 适合4.5年+经验,否
2026-08-17,猎聘,UED设计师(J13428),北京汽车研究总院,国企,北京,15-25k·15薪,5-10年,统招本科,https://www.liepin.com/job/1983593001.shtml,已验证（北汽集团国企）,已验证（猎聘官方页面）,国企背景 汽车HMI方向 稳定,否
