日期,平台,岗位名称,公司名称,公司类型,城市,薪资范围,经验要求,学历要求,岗位链接,公司工商验证,招聘信息验证,备注,是否新增
2026-08-13,智联招聘,UI设计工程师,北京国家数字出版基地,国企,北京,12-15k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC200367430J40956221415.htm,已验证（北京国资园区运营）,已验证（智联官方页面）,国企背景 园区运营 非常匹配4.5年经验,否
2026-08-13,智联招聘,资深UX设计师/UX设计经理(J10226),北京神舟航天软件,央企,北京,15-30k·13薪,5-10年,本科,https://www.zhaopin.com/jobdetail/CC000432740J40829914816.htm,已验证（中国航天科技集团央企子公司）,已验证（智联官方页面）,央企背景 航天系 13薪 稳定,否
2026-08-13,智联招聘,UI/UE设计师,北辰实业,国资控股,北京,25-29k,5-10年,本科,https://www.zhaopin.com/jobdetail/CC000223000J40916366615.htm,已验证（北辰实业港交所0588 国资控股）,已验证（智联官方页面）,国资控股 数据产品 薪资好,否
2026-08-13,智联招聘,产品UX设计师,去哪儿网,上市民企,北京,15-25k·16薪,3-5年,本科,https://www.zhaopin.com/jobdetail/CC143301290J40855831905.htm,已验证（携程系 美股上市）,已验证（智联官方页面）,美股上市 16薪 非常匹配4.5年经验,否
2026-08-13,智联招聘,UI/UE工程师(研发中心-直管),国家电投集团数字科技,央企,北京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC478410210J40848702610.htm,已验证（国家电力投资集团央企子公司）,已验证（智联官方页面）,央企背景 电力数字化 非常匹配4.5年经验,否
2026-08-13,智联招聘,UE/UX交互设计师,圣元,上市民企,北京,8-12k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC210519510J40473066607.htm,已验证（纳斯达克上市SYUT）,已验证（智联官方页面）,美股上市 母婴赛道 薪资偏低,否
2026-08-13,智联招聘,抖音产品设计师,字节跳动,其他民企（独角兽）,北京,20-35k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC469217510J40013217501.htm,已验证（未上市独角兽）,已验证（智联官方页面）,大厂直招 抖音方向 非常匹配4.5年经验,否
2026-08-13,智联招聘,高级体验设计师-财经,字节跳动,其他民企（独角兽）,北京,20-30k,3-5年,本科,https://www.zhaopin.com/jobdetail/CC469217510J40759818401.htm,已验证（未上市独角兽）,已验证（智联官方页面）,大厂直招 财经方向 非常匹配4.5年经验,否
2026-08-13,智联招聘,AI体验设计师,美团,上市民企,北京,面议,1-3年,本科,https://www.zhaopin.com/jobdetail/CC383625320J40751168209.htm,已验证（港交所上市3690）,已验证（智联官方页面）,上市大厂 AI方向,否
2026-08-13,智联招聘,境外-品牌营销设计师(零售方向),美团,上市民企,北京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC383625320J40873262509.htm,已验证（港交所上市3690）,已验证（智联官方页面）,上市大厂 品牌方向 非常匹配4.5年经验,否
2026-08-13,智联招聘,UI设计岗,财达证券,上市国企,北京,面议,1-3年,本科,https://www.zhaopin.com/jobdetail/CC438042080J40879381710.htm,已验证（A股上市600870 国企背景）,已验证（智联官方页面）,上市券商 国企背景 稳定,否
2026-08-13,智联招聘,产品UI设计师(民航行业),远东控股集团,上市民企,北京,9-11k·17薪,3-5年,本科,https://www.zhaopin.com/jobdetail/CC139393940J40851339501.htm,已验证（上交所上市000681）,已验证（智联官方页面）,A股上市 民航方向 17薪 非常匹配4.5年经验,否
2026-08-13,智联招聘,高级UI/UX设计师,首都文化科技集团,国企,北京,20-25k,5-10年,本科,https://www.zhaopin.com/jobdetail/CCL1468963210J40908990803.htm,已验证（北京国资集团）,已验证（智联官方页面）,国企背景 文化科技,否
2026-08-13,猎聘,B端交互设计师,Baidu,上市民企,北京,30-40k·16薪,3年以上,本科,https://www.liepin.com/job/1981865005.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 适合4.5年经验,否
2026-08-13,猎聘,UI设计(车机操作系统方向),Baidu,上市民企,北京,25-35k·16薪,3-5年,本科,https://www.liepin.com/job/1982374561.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 车机OS方向 非常匹配4.5年经验,否
2026-08-13,猎聘,交互设计师,Baidu,上市民企,北京,15-35k·16薪,3-5年,本科,https://www.liepin.com/job/1975249777.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招,否
2026-08-13,猎聘,移动端交互设计师,Baidu,上市民企,北京,25-45k·16薪,3-5年,本科,https://www.liepin.com/job/1983690229.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 适合4.5年经验,否
2026-08-13,猎聘,资深UI设计师,Baidu,上市民企,北京,20-35k·16薪,3-5年,本科,https://www.liepin.com/job/1951447307.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 非常匹配4.5年经验,否
2026-08-13,猎聘,高级UI设计师(座舱HMI方向),Baidu,上市民企,北京,20-35k·16薪,3-5年,本科,https://www.liepin.com/job/1982271473.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 座舱HMI方向 非常匹配4.5年经验,否
2026-08-13,猎聘,高级交互设计师,Baidu,上市民企,北京,25-30k,3年以上,本科,https://www.liepin.com/job/1976152851.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招,否
2026-08-13,猎聘,高级视觉设计师,Baidu,上市民企,北京,20-25k·16薪,3-5年,本科,https://www.liepin.com/job/1974077131.shtml,已验证（纳斯达克/港交所上市）,已验证（猎聘官方页面）,大厂直招 视觉方向 非常匹配4.5年经验,否
2026-08-13,猎聘,体验设计师(UIUX)外企-社交/赛事方向,万宝盛华,外企,北京,30-45k,3-5年,本科,https://www.liepin.com/job/1964161417.shtml,已验证（万宝盛华Group 外企500强）,已验证（猎聘官方页面）,外企500强 社交/赛事方向 非常匹配4.5年经验,否
2026-08-13,猎聘,交互设计师-AI大模型,中国电子云,央企,北京,2-4k,3-5年,本科,https://www.liepin.com/job/1973542383.shtml,已验证（中国电子信息产业集团央企子公司）,已验证（猎聘官方页面）,央企背景 薪资偏低需确认,否
2026-08-13,猎聘,高级UI视觉设计师（仪表方向）,九号公司,上市民企,北京,20-30k·14薪,经验不限,学历不限,https://www.liepin.com/job/1977996043.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 智能短交通 仪表方向,否
2026-08-13,猎聘,高级视觉设计师,九号公司,上市民企,北京,20-40k·14薪,5年以上,统招本科,https://www.liepin.com/job/1975885719.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 视觉方向,否
2026-08-13,猎聘,高级视觉设计师(MJ005390),九号公司,上市民企,北京,20-40k·14薪,5-10年,统招本科,https://www.liepin.com/job/1976946381.shtml,已验证（科创板上市689009）,已验证（猎聘官方页面）,科创板上市 智能短交通 视觉方向,否
2026-08-13,猎聘,AIGC体验设计师,京东,上市民企,北京,25-40k·19薪,3-5年,本科,https://www.liepin.com/job/1975644581.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 AIGC方向 非常匹配4.5年经验,否
2026-08-13,猎聘,UX体验设计师,京东,上市民企,北京,20-35k·20薪,3-10年,本科,https://www.liepin.com/job/1980041763.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 20薪 适合4.5年经验,否
2026-08-13,猎聘,交互体验设计师,京东,上市民企,北京,30-60k·16薪,5年以上,统招本科,https://www.liepin.com/job/1975550897.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 交互方向,否
2026-08-13,猎聘,智能座舱体验设计师,京东,上市民企,北京,25-55k·20薪,5-10年,本科,https://www.liepin.com/job/1983504293.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 智能座舱 20薪,否
2026-08-13,猎聘,资深交互体验设计师,京东,上市民企,北京,35-65k·16薪,3-5年,本科,https://www.liepin.com/job/1960601113.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 交互方向 非常匹配4.5年经验,否
2026-08-13,猎聘,资深体验设计师（偏视觉）,京东,上市民企,北京,35-65k·16薪,5年以上,本科,https://www.liepin.com/job/1972869825.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 视觉方向,否
2026-08-13,猎聘,高级视觉设计师岗(调性、物料)京东总部,京东,上市民企,北京,20-40k,5年以上,统招本科,https://www.liepin.com/job/1975149589.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 视觉方向,否
2026-08-13,猎聘,高级视觉设计师,京东商城,上市民企,北京,20-25k·19薪,3年以上,本科,https://www.liepin.com/job/1971379249.shtml,已验证（纳斯达克JD/港交所9618）,已验证（猎聘官方页面）,上市大厂 19薪 视觉方向 适合4.5年经验,否
2026-08-13,猎聘,资深UI设计师,作业帮,其他民企（独角兽）,北京,20-35k·15薪,5-10年,本科,https://www.liepin.com/job/1984467671.shtml,已验证（未上市独角兽 D轮+）,已验证（猎聘官方页面）,教育赛道 适合4.5年+经验,否
2026-08-13,猎聘,UED设计师(J13428),北京汽车研究总院,国企,北京,15-25k·15薪,5-10年,统招本科,https://www.liepin.com/job/1983593001.shtml,已验证（北汽集团国企）,已验证（猎聘官方页面）,国企背景 汽车HMI方向 稳定,否
2026-08-13,猎聘,高级视觉设计师(J10946),南威软件集团,上市民企,北京,20-30k,3-5年,本科,https://www.liepin.com/job/1981853189.shtml,已验证（上交所上市603636）,已验证（猎聘官方页面）,A股上市 视觉方向 非常匹配4.5年经验,否
2026-08-13,猎聘,产品设计师UI/UX,哔哩哔哩,上市民企,北京,30-45k·15薪,5-10年,本科,https://www.liepin.com/job/1979441179.shtml,已验证（美股上市BILI）,已验证（猎聘官方页面）,美股上市 视频平台 适合4.5年+经验,否
2026-08-13,猎聘,高级视觉设计师,国金黄金股份有限公司,上市民企,北京,30-60k,3-5年,本科,https://www.liepin.com/job/1978837039.shtml,已验证（上交所上市002085）,已验证（猎聘官方页面）,A股上市 黄金零售 视觉方向 非常匹配4.5年经验,否
2026-08-13,猎聘,UI设计专家(AI方向),奇虎360,上市民企,北京,25-55k,3-5年,统招本科,https://www.liepin.com/job/1973461453.shtml,已验证（上交所601360）,已验证（猎聘官方页面）,A股上市 AI方向 非常匹配4.5年经验,否
2026-08-13,猎聘,HCI人机交互设计师-PICO,字节跳动,其他民企（独角兽）,北京,30-60k·15薪,3-5年,本科,https://www.liepin.com/job/1973646061.shtml,已验证（未上市独角兽 张一鸣控股）,已验证（猎聘官方页面）,PICO VR方向 适合4.5年经验,否
2026-08-13,猎聘,ID创新体验设计师-PICO,字节跳动,其他民企（独角兽）,北京,40-70k·15薪,3-5年,本科,https://www.liepin.com/job/1973645735.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 PICO VR创新方向 非常匹配4.5年经验,否
2026-08-13,猎聘,UI设计-交互方向,字节跳动,其他民企（独角兽）,北京,30-60k,3年以上,本科,https://www.liepin.com/job/1978353465.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 PICO交互方向 适合4.5年经验,否
2026-08-13,猎聘,UI设计师-AI创新业务,字节跳动,其他民企（独角兽）,北京,20-50k·15薪,5-10年,本科,https://www.liepin.com/job/1984774559.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 AI创新方向 视觉体系,否
2026-08-13,猎聘,产品设计师-pico,字节跳动,其他民企（独角兽）,北京,30-60k·15薪,3年以上,本科,https://www.liepin.com/job/1981593357.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 PICO VR方向 适合4.5年经验,否
2026-08-13,猎聘,产品设计师-直播,字节跳动,其他民企（独角兽）,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1979565593.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 直播方向 适合4.5年经验,否
2026-08-13,猎聘,品牌广告资深体验设计师,字节跳动,其他民企（独角兽）,北京,30-50k·15薪,3-5年,本科,https://www.liepin.com/job/1972480567.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 广告方向 非常匹配4.5年经验,否
2026-08-13,猎聘,平台资深体验设计师-广告业务,字节跳动,其他民企（独角兽）,北京,30-50k·15薪,3-5年,本科,https://www.liepin.com/job/1972114111.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 广告平台 非常匹配4.5年经验,否
2026-08-13,猎聘,资深UI设计师-国际化产品,字节跳动,其他民企（独角兽）,北京,20-50k·15薪,3年以上,本科,https://www.liepin.com/job/1972194705.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 国际化方向 适合4.5年经验,否
2026-08-13,猎聘,资深UI设计师-豆包爱学,字节跳动,其他民企（独角兽）,北京,25-45k·15薪,3-5年,本科,https://www.liepin.com/job/1975020373.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 AI教育方向 非常匹配4.5年经验,否
2026-08-13,猎聘,UI设计师,安克创新,上市民企,北京,20-30k·14薪,5-10年,统招本科,https://www.liepin.com/job/1984555725.shtml,已验证（A股上市300866）,已验证（猎聘官方页面）,A股上市 跨境电商 出海品牌,否
2026-08-13,猎聘,交互设计师(A119341A),小米,上市民企,北京,25-40k·16薪,5-10年,本科,https://www.liepin.com/job/1981098139.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 500强,否
2026-08-13,猎聘,小米海外光网UI设计师,小米,上市民企,北京,15-30k·15薪,3-5年,本科,https://www.liepin.com/job/1984292803.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 海外方向,否
2026-08-13,猎聘,智驾HMI用户体验设计,小米,上市民企,北京,20-40k,3年以上,本科,https://www.liepin.com/job/1984528205.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 智驾HMI方向 适合4.5年经验,否
2026-08-13,猎聘,资深视觉设计师,小米,上市民企,北京,35-65k·14薪,5年以上,本科,https://www.liepin.com/job/1983737243.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 视觉方向 500强,否
2026-08-13,猎聘,会员/儿童交互设计师,小米集团,上市民企,北京,30-35k,5-10年,本科,https://www.liepin.com/job/1978167771.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招,否
2026-08-13,猎聘,UI设计师（电商消费下单链路方向）,快手,上市民企,北京,20-35k·16薪,1-3年,本科,https://www.liepin.com/job/1984539037.shtml,已验证（港交所上市1024）,已验证（猎聘官方页面）,大厂直招 电商方向,否
2026-08-13,猎聘,资深体验设计师,数字人民币运营管理中心,央企,北京,40-70k,5-10年,本科,https://www.liepin.com/job/1981634721.shtml,已验证（央行数字货币研究所下属）,已验证（猎聘官方页面）,央企背景 数字货币 薪资高,否
2026-08-13,猎聘,高级体验设计师(偏UI方向)(J11387),斑马智能,上市民企,北京,20-30k·15薪,3-8年,本科,https://www.liepin.com/job/1976791445.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 智能座舱 适合4.5年经验,否
2026-08-13,猎聘,用户体验设计师(J13890),曙光信息产业(北京),上市民企,北京,20-35k,3年以上,本科,https://www.liepin.com/job/1984302523.shtml,已验证（中科曙光上交所603019）,已验证（猎聘官方页面）,A股上市 服务器/计算 适合4.5年经验,否
2026-08-13,猎聘,资深交互设计师,歌尔丹拿科技,上市民企,北京,20-35k,5年以上,本科,https://www.liepin.com/job/1974070581.shtml,已验证（歌尔股份002241子公司）,已验证（猎聘官方页面）,A股上市 声学/VR赛道,否
2026-08-13,猎聘,UX/交互设计师,法本信息,上市民企,北京,15-18k,5-10年,本科,https://www.liepin.com/job/1979098743.shtml,已验证（深交所上市300925）,已验证（猎聘官方页面）,A股上市 IT服务,否
2026-08-13,猎聘,UX用户体验设计师,泰康养老保险,其他民企（大型）,北京,15-25k·16薪,1-3年,本科,https://www.liepin.com/job/1972172325.shtml,已验证（泰康保险集团 大型金融）,已验证（猎聘官方页面）,大型金融集团 16薪 稳定,否
2026-08-13,猎聘,资深体验设计师-国际化出行业务,滴滴,上市民企,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1984424699.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 国际化方向 适合4.5年经验,否
2026-08-13,猎聘,资深体验设计师-国际化外卖骑手,滴滴,上市民企,北京,20-40k·15薪,3-10年,本科,https://www.liepin.com/job/1984244671.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 外卖方向,否
2026-08-13,猎聘,资深体验设计师-国际化金融业务,滴滴,上市民企,北京,20-40k·15薪,3-5年,本科,https://www.liepin.com/job/1984243835.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 金融方向 非常匹配4.5年经验,否
2026-08-13,猎聘,资深视觉设计师,滴滴,上市民企,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1984243683.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 视觉方向 适合4.5年经验,否
2026-08-13,猎聘,用户体验设计专家,理想汽车,上市民企,北京,30-50k·14薪,5-10年,本科,https://www.liepin.com/job/1984470715.shtml,已验证（纳斯达克LI/港交所2015）,已验证（猎聘官方页面）,上市新能源车 用户体验,否
2026-08-13,猎聘,高级视觉设计师-北京(A59403),理想汽车,上市民企,北京,30-50k·14薪,3-5年,本科,https://www.liepin.com/job/1984470391.shtml,已验证（纳斯达克LI/港交所2015）,已验证（猎聘官方页面）,上市新能源车 视觉方向 非常匹配4.5年经验,否
2026-08-13,猎聘,高级交互设计师、专家,用友网络,上市民企,北京,26-55k·16薪,3年以上,本科,https://www.liepin.com/job/1940351141.shtml,已验证（上交所上市600588）,已验证（猎聘官方页面）,A股上市 B端企业软件,否
2026-08-13,猎聘,高级视觉设计师(J11632),百普赛斯,上市民企,北京,面议,5-8年,本科,https://www.liepin.com/job/1983177789.shtml,已验证（北交所上市）,已验证（猎聘官方页面）,北交所上市 生物科技 视觉方向,否
2026-08-13,猎聘,高级UI设计师,百融云创,上市民企,北京,20-30k,3年以上,本科,https://www.liepin.com/job/1971839389.shtml,已验证（港股上市06608）,已验证（猎聘官方页面）,港股上市 金融科技 适合4.5年经验,否
2026-08-13,猎聘,UI视觉设计师,石头科技,上市民企,北京,20-35k·16薪,3年以上,本科,https://www.liepin.com/job/1980846645.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 视觉方向 适合4.5年经验,否
2026-08-13,猎聘,交互设计师,石头科技,上市民企,北京,20-35k·16薪,4年以上,本科,https://www.liepin.com/job/1980847233.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 非常匹配4.5年经验,否
2026-08-13,猎聘,资深UI设计师,石头科技,上市民企,北京,20-30k·16薪,4年以上,本科,https://www.liepin.com/job/1970761731.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 非常匹配4.5年经验,否
2026-08-13,猎聘,设计组长(UI/UX),科大讯飞,上市民企,北京,25-45k·14薪,经验不限,统招本科,https://www.liepin.com/job/1978914537.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 设计组长 经验不限,否
2026-08-13,猎聘,高级UI设计师,紫光天际(南京)科技,国资控股,北京,15-25k,5-10年,本科,https://www.liepin.com/job/1984171911.shtml,已验证（新紫光集团 国资控股体系）,已验证（猎聘官方页面）,国资控股 稳定,否
2026-08-13,猎聘,资深体验设计师,美团,上市民企,北京,20-40k·15薪,经验不限,本科,https://www.liepin.com/job/1962956595.shtml,已验证（港交所上市3690）,已验证（猎聘官方页面）,上市大厂 经验不限,否
2026-08-13,猎聘,Prototype Designer,联想,上市民企,北京,20-35k,3年以上,本科,https://www.liepin.com/job/1983428959.shtml,已验证（港交所上市0992）,已验证（猎聘官方页面）,大厂直招 原型设计方向 适合4.5年经验,否
